State/UT,District,Population,Households_Rural_Livable,Households_Rural_Dilapidated,Households_Rural_Toilet_Premise,Households_Urban_Livable,Households_Urban_Dilapidated,Households_Urban_Toilet_Premise,Households_Rural,Households_Urban
gujarat,bhavnagar,2880365.0,128567.33200000002,5808.765,124307.57100000001,91704.282,3925.0860000000007,291170.016,387251.0,356826.0
gujarat,anand,2092745.0,170601.21399999998,8674.637999999999,170601.21399999998,54525.249,2715.8170000000005,173394.47,413078.0,208909.0
gujarat,kheda,2299885.0,194744.138,11536.975,117215.666,40136.75,2408.205,126029.395,461479.0,160547.0
gujarat,panch mahals,2390776.0,233534.952,12047.438,78771.71,25434.072,1146.6180000000002,87664.15800000001,463363.0,104238.0
gujarat,dohad,2127086.0,192599.715,6797.637,19745.516999999996,12462.452000000001,580.8770000000001,37915.426,323697.0,52807.0
gujarat,vadodara,4165626.0,251828.84,10949.08,156024.38999999998,137901.229,5543.768,636840.349,547454.0,692971.0
gujarat,narmada,590297.0,60635.119,1795.573,22099.36,7497.576,422.712,16619.256,138121.0,22248.0
gujarat,bharuch,1551019.0,114858.614,4510.155,137710.066,36626.438,1087.914,162099.18600000002,300677.0,181319.0
gujarat,the dangs,228291.0,18913.025999999998,573.1220000000001,13181.806,2014.288,52.611999999999995,4344.248,52102.0,7516.0
gujarat,navsari,1329672.0,92369.955,3748.3459999999995,119143.855,28283.4,1272.7530000000002,121194.369,267739.0,141417.0
gujarat,valsad,1705678.0,104176.77,3411.33,72425.16,58051.326,2123.829,179345.56,262410.0,235981.0
gujarat,surat,6081322.0,114280.56,4438.08,184550.16,302939.604,7649.99,1435138.1239999998,369840.0,1529998.0
gujarat,tapi,807022.0,69794.73599999999,1922.72,44222.56,7812.666000000001,209.73600000000002,20318.175000000003,192272.0,26217.0
daman and diu,diu,52074.0,1243.0759999999998,29.363999999999997,4238.204,969.634,18.124000000000002,6769.314,9788.0,9062.0
daman and diu,daman,191173.0,2641.584,90.054,5733.438,22658.083000000002,366.438,53011.364,10006.0,61073.0
dadra and nagar haveli,dadra and nagar haveli,343709.0,21940.555,385.76800000000003,12778.564999999999,12596.896,121.12400000000001,49236.905999999995,48221.0,60562.0
maharashtra,nandurbar,1648295.0,163052.16,13004.16,74357.12000000001,20899.024,2361.8759999999997,45448.22,333440.0,71572.0
maharashtra,dhule,2050862.0,143158.598,13014.418,71579.299,33144.951,2336.208,95346.489,382777.0,146013.0
maharashtra,jalgaon,4229917.0,309730.747,43792.265,179946.39800000002,101236.115,6350.605,242443.68500000003,796223.0,373565.0
maharashtra,buldana,2586258.0,269864.945,38552.135,167442.855,52558.727999999996,5347.545,93047.283,575405.0,152787.0
maharashtra,akola,1813906.0,146375.05,21879.217999999997,95220.822,66274.026,7254.849,141763.671,308158.0,196077.0
maharashtra,washim,1197160.0,127290.275,18419.975000000002,75604.375,19963.797000000002,1453.9460000000001,37634.833,274925.0,55921.0
maharashtra,amravati,2888445.0,226978.766,33588.786,209166.53100000002,85415.822,7913.9259999999995,214494.68399999998,508921.0,272894.0
maharashtra,wardha,1300774.0,117328.38200000001,25506.170000000002,126725.392,28852.32,4448.066000000001,94250.91200000001,268486.0,120218.0
maharashtra,nagpur,4653570.0,168029.15999999997,35760.052,198619.08399999997,207972.71399999998,24570.615999999998,789769.7999999999,430844.0,877522.0
maharashtra,bhandara,1200334.0,123755.548,22991.283,158384.39399999997,18143.75,2467.5499999999997,61180.725,283843.0,72575.0
maharashtra,gondiya,1322507.0,128839.90599999999,16624.504,151858.45,18039.51,2204.8289999999997,51646.449,319702.0,66813.0
maharashtra,gadchiroli,1072942.0,125067.63600000001,25541.982,65176.092000000004,10058.58,1490.16,24550.386000000002,293586.0,37254.0
maharashtra,chandrapur,2204307.0,186396.81199999998,50548.28799999999,131335.284,58799.412,7933.254,167298.327,451324.0,233331.0
maharashtra,yavatmal,2772348.0,295114.967,50968.683,137174.97400000002,49484.477000000006,6586.671,115182.29800000001,629243.0,168889.0
maharashtra,nanded,3361292.0,302652.928,46107.282,113494.84799999998,80697.05,9222.52,168772.116,591119.0,230563.0
maharashtra,hingoli,1177345.0,113226.952,14547.36,65220.664,16220.331,1299.303,27536.841,242456.0,41913.0
maharashtra,parbhani,1836086.0,138816.04,24358.840000000004,39032.840000000004,47885.721999999994,5885.396,89484.77100000001,293480.0,133759.0
maharashtra,jalna,1959046.0,165945.86000000002,27927.474000000002,118185.832,35800.66,3040.6040000000003,68854.96800000001,404746.0,98084.0
maharashtra,aurangabad,3701282.0,219060.23300000004,44143.12,109254.22200000001,96579.51800000001,5982.802,373497.78200000006,551789.0,427343.0
maharashtra,nashik,6107187.0,312108.04500000004,50661.016,265065.673,185717.853,19106.775,528111.2609999999,904661.0,764271.0
maharashtra,thane,11060148.0,262749.79199999996,41411.651999999995,283455.618,630202.069,31945.727000000003,2163596.965,713994.0,2904157.0
maharashtra,mumbai suburban,9356962.0,,,,834362.6590000001,43103.606,1684119.4630000002,,
maharashtra,mumbai,3085411.0,,,,290118.10199999996,16609.815,741905.07,,
maharashtra,raigarh,2634200.0,164668.644,20947.248000000003,296170.81200000003,66757.31999999999,4148.76,305499.6,581868.0,377160.0
maharashtra,pune,9429408.0,278606.602,57120.18200000001,720413.7239999999,429858.45099999994,26737.607,1655674.895,1165718.0,2056739.0
maharashtra,ahmadnagar,4543159.0,318666.25800000003,77063.08200000001,407184.663,65144.541000000005,7050.275000000001,207560.096,1041393.0,282011.0
maharashtra,bid,2585049.0,230876.74000000002,45049.12,86719.55600000001,41720.756,3928.2529999999997,93600.78699999998,563114.0,135457.0
maharashtra,latur,2454196.0,171875.016,24431.112,106296.768,48046.89600000001,4082.416,122315.46400000002,428616.0,157016.0
maharashtra,osmanabad,1657576.0,140254.356,22763.796,81509.076,24594.912000000004,2179.296,44986.896,367158.0,77832.0
maharashtra,solapur,4317756.0,230858.984,60834.462,250357.209,115901.016,7149.737999999999,229167.918,779929.0,376302.0
maharashtra,satara,3003741.0,215317.116,41049.666,542939.922,41596.443,5425.6230000000005,151515.546,774522.0,200949.0
maharashtra,ratnagiri,1615069.0,154560.406,22080.057999999997,361897.536,16736.784000000003,1915.656,82675.68000000001,538538.0,100824.0
maharashtra,sindhudurg,849651.0,81653.772,13608.961999999998,220110.168,10707.382,1349.67,39050.452,295847.0,44989.0
maharashtra,kolhapur,3876001.0,193548.52800000002,15929.92,592593.0240000001,84985.59599999999,4593.816,285965.046,796496.0,382818.0
maharashtra,sangli,2822143.0,171762.92799999999,31970.471999999998,379257.56,57380.653000000006,5443.224,175997.576,626872.0,226801.0
telangana,adilabad,2741239.0,213295.36200000002,38835.29,82450.308,51758.28,6166.9439999999995,155715.336,597466.0,220248.0
telangana,nizamabad,2551335.0,179722.47,24302.094999999998,166158.50999999998,39403.782,3412.926,132638.715,565165.0,155133.0
telangana,karimnagar,3776269.0,284224.464,44739.036,300014.71200000006,60489.24,5184.792,243109.13600000003,877236.0,288044.0
telangana,medak,3033288.0,205403.938,26120.732,188781.654,37922.926,2345.748,165375.234,593653.0,195479.0
telangana,hyderabad,3943323.0,,,,203661.199,9596.601,1050294.665,,
telangana,rangareddy,5296741.0,110184.98999999999,9506.155999999999,187962.62999999998,182934.288,7904.567999999999,1084055.04,432098.0,1129224.0
telangana,mahbubnagar,4053028.0,261480.604,52635.706,151964.37699999998,30599.88,2737.884,125781.612,848963.0,161052.0
telangana,nalgonda,3488809.0,285058.3680000001,49176.73600000001,265887.776,47976.219,3356.361,160315.596,833504.0,197433.0
telangana,warangal,3512576.0,294390.344,64492.73,225345.186,68315.01299999999,8359.221,237517.176,758738.0,288249.0
telangana,khammam,2797370.0,226879.818,34801.624,250303.98799999998,45508.03800000001,4429.986000000001,171964.002,669262.0,201363.0
andhra pradesh,srikakulam,2703114.0,241633.39200000002,26346.32,96352.25600000001,32032.375999999997,2544.6279999999997,98641.75600000001,752752.0,149684.0
andhra pradesh,vizianagaram,2344474.0,183069.522,19551.113999999998,63393.005999999994,31411.199999999997,2984.064,104285.18400000001,592458.0,157056.0
andhra pradesh,visakhapatnam,4290589.0,213497.559,23003.104000000003,153833.258,112283.81,7265.423000000001,551511.655,718847.0,660493.0
andhra pradesh,east godavari,5154296.0,364641.61600000004,46779.681000000004,563755.13,84929.658,6908.1539999999995,354754.02599999995,1199479.0,406362.0
andhra pradesh,west godavari,3936966.0,302176.5,48348.24,593273.195,52406.703,5464.206,220306.851,1007255.0,248373.0
andhra pradesh,krishna,4517398.0,280061.936,40008.848000000005,511022.10400000005,113975.44200000001,9639.714,527349.06,909292.0,567042.0
andhra pradesh,guntur,4887813.0,331661.87,44934.834,497492.805,112371.74699999999,9749.146999999999,442816.519,1069877.0,513113.0
andhra pradesh,prakasam,3397448.0,260298.82800000004,36686.412000000004,244576.08000000002,45386.867999999995,4281.78,165704.886,873486.0,214089.0
andhra pradesh,sri potti sriramulu nellore,2963557.0,192269.223,29632.891,175729.935,43886.416000000005,5023.144,208328.288,689137.0,264376.0
andhra pradesh,y.s.r.,2882469.0,129338.991,15355.314000000002,167727.276,54591.744000000006,3228.5440000000003,232161.664,590589.0,293504.0
andhra pradesh,kurnool,4053463.0,211640.31,25867.148999999998,216343.428,64466.22,4297.748,223175.91400000002,783853.0,306982.0
andhra pradesh,anantapur,4081148.0,195950.349,26186.912999999997,198659.34,71359.079,4438.603,260170.422,902997.0,341431.0
andhra pradesh,chittoor,4174064.0,,,,58197.299999999996,4750.8,322658.5,,395900.0
karnataka,belgaum,4779661.0,370669.145,45250.519,178113.745,90830.49,6767.762,257887.352,962777.0,356198.0
karnataka,bagalkot,1889752.0,139338.77099999998,16889.548,23385.528,54567.28199999999,6136.746,70489.65,324799.0,165858.0
karnataka,bijapur,2177331.0,165319.233,26958.532,19822.449999999997,36298.357,3800.1890000000003,77969.395,396449.0,131041.0
karnataka,bidar,1703300.0,162804.978,14356.7,25267.792000000005,30680.7,3068.07,69645.189,287134.0,102269.0
karnataka,raichur,1928812.0,142752.67200000002,23461.665999999997,33044.6,38749.218,4514.472,63202.608,330446.0,125402.0
karnataka,koppal,1389920.0,107549.39199999999,14194.336,32756.159999999996,17269.826999999997,2393.197,31305.603999999996,272968.0,64681.0
karnataka,gadag,1064570.0,75267.588,9183.366,16566.072,39950.442,3804.8039999999996,47336.238,180066.0,111906.0
karnataka,dharwad,,80681.628,7788.572999999999,46132.317,82185.12999999999,5667.94,232385.53999999998,199707.0,283397.0
karnataka,uttara kannada,1437169.0,160789.161,21393.984,169146.18600000002,52410.602999999996,4496.352,113251.86599999998,334281.0,140511.0
karnataka,haveri,1597668.0,141469.124,15753.800000000001,88851.432,29447.912,2856.152,68646.136,315076.0,98488.0
karnataka,bellary,2452595.0,148269.99599999998,20066.616,44964.083999999995,72540.28800000002,7556.280000000001,159941.26,371604.0,251876.0
karnataka,chitradurga,1659456.0,157366.8,20632.536,66793.464,30953.148,1952.88,72158.91600000001,349704.0,97644.0
karnataka,davanagere,1945497.0,163507.48,20571.44,105694.64000000001,54035.37699999999,4928.307999999999,142392.899,354680.0,176011.0
karnataka,shimoga,1752753.0,161419.35199999998,25728.412,217810.392,64935.164000000004,6453.184,176857.574,352444.0,201662.0
karnataka,udupi,1177361.0,93086.865,11332.314,225567.012,28893.0,2427.012,110949.12,269817.0,115572.0
karnataka,chikmagalur,1137961.0,141805.3,17141.3,168608.06,24633.629999999997,2342.214,72204.804,311660.0,80766.0
karnataka,tumkur,2678980.0,280346.187,39755.694,125436.069,57138.920999999995,5119.975,168959.175,685443.0,204799.0
karnataka,bangalore,9621551.0,86565.888,7514.400000000001,224830.848,590509.416,32641.224000000002,2872427.712,300576.0,2967384.0
karnataka,mandya,1805769.0,202819.214,20649.015,126188.425,31961.414999999997,3206.4849999999997,88850.665,458867.0,103435.0
karnataka,hassan,1776421.0,241602.161,30758.386,132459.501,39464.765999999996,3189.0719999999997,119457.322,496103.0,132878.0
karnataka,dakshina kannada,2089649.0,135830.952,12318.003,293301.63899999997,83469.099,5077.968000000001,309756.048,332919.0,317373.0
karnataka,kodagu,554519.0,72472.8,8334.372,142771.416,10618.528,1017.344,30838.24,181182.0,31792.0
karnataka,mysore,3001127.0,259486.08000000002,28651.588,145960.92,108410.01000000001,8368.492,358323.612,540596.0,380386.0
karnataka,chamarajanagar,1020791.0,124773.00000000001,18387.600000000002,40452.72,21392.8,2574.0,36779.6,262680.0,57200.0
karnataka,gulbarga,2566326.0,173905.536,14826.048,18031.68,57399.264,2989.545,135924.646,400704.0,199303.0
karnataka,yadgir,1174271.0,106386.944,11428.285,8934.840999999999,18991.552,1601.0320000000002,22193.616,207787.0,55208.0
karnataka,kolar,1536401.0,133565.903,16654.916999999998,83274.585,47729.272000000004,2416.672,121135.68400000001,326567.0,151042.0
karnataka,chikkaballapura,1255104.0,120893.56699999998,15466.801,72599.26999999999,26240.786999999997,1504.848,79286.67899999999,315649.0,94053.0
karnataka,bangalore rural,990923.0,84333.98,8548.924,174444.26,27764.31,1621.97,87109.33,231052.0,95410.0
karnataka,ramanagara,1082636.0,116123.25,18152.6,74746.0,29013.228000000003,2714.688,75078.09,266950.0,84834.0
goa,north goa,818008.0,26647.57,2085.462,79595.133,41009.08000000001,2301.53,178473.19,115859.0,209230.0
goa,south goa,640537.0,20737.079999999998,1772.4,65401.56,39741.011999999995,2443.0950000000003,138767.796,88620.0,162873.0
lakshadweep,lakshadweep,64473.0,2161.0854,92.0286,5186.3934,2284.4696,76.5744,15587.6763,5289.0,15953.0
kerala,kasaragod,1307375.0,80273.47899999999,19124.715999999997,223457.20799999998,30740.34,4486.428000000001,160514.424,251641.0,166164.0
kerala,kannur,2523003.0,95255.56800000001,18989.856,294955.344,109841.05399999999,11890.011,557698.135,306288.0,566191.0
kerala,wayanad,817420.0,94228.78199999999,23956.47,244089.811,4722.0,649.275,11250.164999999999,266183.0,11805.0
kerala,kozhikode,3086293.0,87747.903,21370.337999999996,314079.20999999996,128642.79900000001,23995.548000000003,654545.226,323793.0,666543.0
kerala,malappuram,4112920.0,175133.86800000002,26650.806000000004,612333.995,111310.818,13064.65,514747.20999999996,634543.0,522586.0
kerala,palakkad,2809934.0,235728.24599999998,35958.546,587322.918,64192.202000000005,7538.586,216791.458,665899.0,228442.0
kerala,thrissur,3121200.0,118535.29600000002,17174.147999999997,326308.81200000003,203808.91499999998,29319.878999999997,702961.977,336748.0,715119.0
kerala,ernakulam,3282388.0,109429.42400000001,18484.7,358233.48600000003,179514.331,24954.907000000003,791312.051,369694.0,804997.0
kerala,idukki,1108974.0,172700.01,32503.63,347358.07,4893.405,291.522,20677.238999999998,391610.0,20823.0
kerala,kottayam,1974551.0,168688.45,22170.482,462688.32,51991.41,5101.044,192662.508,481967.0,196194.0
kerala,alappuzha,2127789.0,99094.281,25519.263000000003,301259.87100000004,104695.239,25487.605,371334.799,331419.0,392117.0
kerala,pathanamthitta,1197412.0,125327.584,20334.608,388847.504,13709.976,1619.744,55534.08,414992.0,57848.0
kerala,kollam,2635375.0,156590.78499999997,39278.625,487054.94999999995,97945.26,22077.825,386964.06000000006,523715.0,401415.0
kerala,thiruvananthapuram,3301427.0,191278.20600000003,57047.886,513990.26700000005,157944.416,37199.263999999996,587260.512,559293.0,609824.0
tamil nadu,thiruvallur,3728104.0,125464.78799999999,12778.820999999998,109588.071,132527.47600000002,7321.96,650190.048,387237.0,732196.0
tamil nadu,chennai,4646732.0,,,,228657.74999999997,11827.125,1256303.5,,
tamil nadu,kancheepuram,3998252.0,139099.283,10092.376999999999,128568.107,136348.08000000002,6197.64,663147.48,438799.0,774705.0
tamil nadu,vellore,3936331.0,181672.722,15030.476999999999,125471.80799999999,102228.21,7302.015,346602.31200000003,653499.0,486801.0
tamil nadu,tiruvannamalai,2464875.0,163299.58000000002,12951.346,70387.75,27500.406999999996,1911.793,95736.71099999998,563102.0,147061.0
tamil nadu,viluppuram,3458873.0,290895.12,16160.84,106661.544,37906.736000000004,2389.08,104482.43199999999,808042.0,159272.0
tamil nadu,salem,3482056.0,184445.78600000002,13174.698999999999,83630.698,145799.516,7768.0070000000005,328048.911,572813.0,597539.0
tamil nadu,namakkal,1726601.0,94070.678,6666.426,115551.384,62481.861000000004,3085.524,140391.342,370357.0,257127.0
tamil nadu,erode,2251744.0,117627.796,8225.72,138603.382,102910.72399999999,4756.378,275869.92399999994,411286.0,432398.0
tamil nadu,the nilgiris,735394.0,38795.596,2354.646,47429.297999999995,55320.356,2887.6009999999997,89515.631,112126.0,151979.0
tamil nadu,dindigul,2159775.0,139802.67,7988.724000000001,83881.602,69858.51599999999,3776.1359999999995,154821.57599999997,443818.0,269724.0
tamil nadu,karur,1064493.0,61549.89,4669.302,48815.42999999999,30636.420000000002,1371.78,102273.81999999999,212241.0,152420.0
tamil nadu,tiruchirappalli,2722290.0,134906.686,10864.967999999999,108649.68,90526.27999999998,5076.24,313880.84,452707.0,423020.0
tamil nadu,perambalur,565223.0,46934.726,3419.0860000000007,24244.428,5607.251,298.61100000000005,18314.808,155413.0,33179.0
tamil nadu,ariyalur,754894.0,84878.945,7614.47,31801.61,8399.194000000001,606.44,15555.186,223955.0,30322.0
tamil nadu,cuddalore,2605914.0,193499.881,11938.296,98988.371,68845.92,3911.7000000000003,178895.08,497429.0,260780.0
tamil nadu,nagapattinam,1616450.0,178360.152,12768.512,124492.992,36804.44,2849.3759999999997,82750.628,399016.0,118724.0
tamil nadu,thiruvarur,1264277.0,143956.288,13174.570999999998,101219.265,24230.592,1476.416,63225.344,321331.0,86848.0
tamil nadu,thanjavur,2405890.0,206479.17,21558.149999999998,137972.16,78724.674,5486.04,205177.89599999998,479070.0,274302.0
tamil nadu,pudukkottai,1618345.0,157886.24,16787.904,70749.02399999999,26161.479,1667.664,72230.697,399712.0,104229.0
tamil nadu,sivaganga,1339101.0,98024.00799999999,9276.72,73904.536,31502.460000000003,2004.702,112406.505,309224.0,143193.0
tamil nadu,madurai,3038252.0,134087.478,8772.078000000001,86467.626,102541.079,4741.784,502629.10399999993,417718.0,592723.0
tamil nadu,theni,1245899.0,66643.456,3975.888,46953.344,66167.20499999999,2876.835,115073.4,189328.0,221295.0
tamil nadu,virudhunagar,1942288.0,98221.14,6184.294,53112.172,71591.806,3338.478,173971.798,363782.0,370942.0
tamil nadu,ramanathapuram,1353445.0,99924.432,8714.34,65357.55,31817.011,2028.176,89493.26599999999,290478.0,126761.0
tamil nadu,thoothukkudi,1750176.0,112586.13,6721.56,94773.996,69753.352,3908.5930000000003,219783.191,336078.0,300661.0
tamil nadu,tirunelveli,3077233.0,166032.486,8767.392,181923.38400000002,129692.95500000002,5683.755000000001,325007.445,547962.0,516705.0
tamil nadu,kanniyakumari,1870374.0,37114.068,2814.831,86634.24299999999,162950.04,14813.64,436508.59200000006,104253.0,493788.0
tamil nadu,dharmapuri,1506843.0,131347.089,9920.475,42459.632999999994,20954.61,1457.7120000000002,53753.130000000005,396819.0,91107.0
tamil nadu,krishnagiri,1879809.0,143222.07600000003,9635.736,84093.696,26087.016,855.312,111618.216,437988.0,142552.0
tamil nadu,coimbatore,3458045.0,78033.82999999999,4556.72,94836.73499999999,213274.63700000002,7079.656,689381.503,284795.0,884957.0
tamil nadu,tiruppur,2479052.0,98500.53600000001,6067.062,110277.774,126973.19200000001,3766.154,403516.5,356886.0,538022.0
pondicherry,yanam,55626.0,,,,2389.926,108.633,12710.061000000002,,
pondicherry,pondicherry,950289.0,27847.424,2269.6960000000004,31251.967999999997,38710.79,2444.892,168086.325,87296.0,203741.0
pondicherry,mahe,41816.0,,,,1913.38,133.21,11843.58,,
pondicherry,karaikal,200222.0,13107.423999999999,747.9780000000001,16954.168,7080.15,404.58,25083.96,35618.0,33715.0
andaman and nicobar islands,nicobars,36842.0,3798.0040000000004,191.496,12910.022000000003,,,,15958.0,0.0
andaman and nicobar islands,north  and middle andaman,105597.0,17317.313,1055.457,18763.68,611.5459999999999,72.204,613.734,39091.0,1094.0
andaman and nicobar islands,south andaman,238142.0,11691.835,1221.5349999999999,22580.947,10835.034,607.572,44454.018,34901.0,50631.0
